"Time";"Server";"CI";"Type";"Build";"PR";"Test"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmNodeTaskListFilter"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmPublishAdd"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmPublishDuplicatePorts"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmRepeatedRootRotation"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmRotateUnlockKey"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceEnvFile"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceListFilter"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceLsFilterMode"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceNetworkUpdate"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceTTY"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceTTYUpdate"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceTemplatingHostname"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmServiceWithGroup"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmTaskListFilter"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestSwarmUpdate"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestUnlockEngineAndUnlockedSwarm"
"";"azure-windows-rs1-5";"rs1";"integration-cli";"23476";"38432";"TestUpdateSwarmAddExternalCA"
"11.96";"azure-windows-rs1-5";"rs1";"integration";"23476";"38432";"Test"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPIDuplicateNetworks"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPINetworkInspectWithScope"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPIServiceUpdatePort"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmCAHash"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmErrorHandling"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmForceNewCluster"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmInit"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmInvalidAddress"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmJoinToken"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmLeaderElection"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmLeaderProxy"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmLeaveOnPendingJoin"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmLeaveRemovesContainer"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmListNodes"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmManagerRestore"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmNodeDrainPause"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmNodeRemove"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmNodeUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmPromoteDemote"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmRaftQuorum"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmRestartCluster"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmRestoreOnPendingJoin"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmScaleNoRollingUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServiceConstraintLabel"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServiceConstraintRole"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicePlacementPrefs"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesCreate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesCreateGlobal"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesEmptyList"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesFailedUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesMultipleAgents"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesUpdateStartFirst"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmServicesUpdateWithName"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestAPISwarmUnlockNotLocked"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestDNSConfig"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestDNSConfigUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestExtraHosts"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestNetworkInspectWithDuplicateNames"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestOverlayAttachable"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestOverlayAttachableOnSwarmLeave"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestOverlayAttachableReleaseResourcesOnFailure"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestPsListContainersFilterIsTask"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmAlternateLockUnlock"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsConfig"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsNetwork"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsNode"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsScope"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsSecret"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsService"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsSource"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterEventsType"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmClusterRotateUnlockKey"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmContainerAttachByNetworkId"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmContainerAutoStart"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmContainerEndpointOptions"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmCreateServiceWithNoIngressNetwork"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmIncompatibleDaemon"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmIngressNetwork"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmInit"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmInitLocked"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmInitUnspecifiedAdvertiseAddr"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmInitUnspecifiedDataPathAddr"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmInitWithDrain"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmJoinLeave"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmJoinPromoteLocked"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmJoinWithDrain"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmLeaveLocked"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmLockUnlockCluster"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmManagerAddress"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmNetworkCreateDup"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmNetworkCreateIssue27866"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmNetworkIPAMOptions"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmNodeListFilter"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmNodeTaskListFilter"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmPublishAdd"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmPublishDuplicatePorts"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmRepeatedRootRotation"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmRotateUnlockKey"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceEnvFile"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceListFilter"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceLsFilterMode"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceNetworkUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceTTY"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceTTYUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceTemplatingHostname"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmServiceWithGroup"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmTaskListFilter"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestSwarmUpdate"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestUnlockEngineAndUnlockedSwarm"
"";"azure-windows-rs1-8";"rs1";"integration-cli";"23477";"38432";"TestUpdateSwarmAddExternalCA"
"11.79";"azure-windows-rs1-8";"rs1";"integration";"23477";"38432";"Test"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPIDuplicateNetworks"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPINetworkInspectWithScope"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPIServiceUpdatePort"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmCAHash"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmErrorHandling"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmForceNewCluster"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmInit"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmInvalidAddress"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmJoinToken"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmLeaderElection"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmLeaderProxy"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmLeaveOnPendingJoin"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmLeaveRemovesContainer"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmListNodes"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmManagerRestore"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmNodeDrainPause"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmNodeRemove"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmNodeUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmPromoteDemote"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmRaftQuorum"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmRestartCluster"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmRestoreOnPendingJoin"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmScaleNoRollingUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServiceConstraintLabel"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServiceConstraintRole"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicePlacementPrefs"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesCreate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesCreateGlobal"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesEmptyList"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesFailedUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesMultipleAgents"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesUpdateStartFirst"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmServicesUpdateWithName"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestAPISwarmUnlockNotLocked"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestDNSConfig"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestDNSConfigUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestExtraHosts"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestNetworkInspectWithDuplicateNames"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestOverlayAttachable"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestOverlayAttachableOnSwarmLeave"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestOverlayAttachableReleaseResourcesOnFailure"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestPsListContainersFilterIsTask"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmAlternateLockUnlock"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsConfig"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsNetwork"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsNode"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsScope"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsSecret"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsService"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsSource"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterEventsType"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmClusterRotateUnlockKey"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmContainerAttachByNetworkId"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmContainerAutoStart"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmContainerEndpointOptions"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmCreateServiceWithNoIngressNetwork"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmIncompatibleDaemon"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmIngressNetwork"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmInit"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmInitLocked"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmInitUnspecifiedAdvertiseAddr"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmInitUnspecifiedDataPathAddr"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmInitWithDrain"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmJoinLeave"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmJoinPromoteLocked"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmJoinWithDrain"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmLeaveLocked"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmLockUnlockCluster"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmManagerAddress"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmNetworkCreateDup"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmNetworkCreateIssue27866"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmNetworkIPAMOptions"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmNodeListFilter"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmNodeTaskListFilter"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmPublishAdd"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmPublishDuplicatePorts"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmRepeatedRootRotation"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmRotateUnlockKey"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceEnvFile"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceListFilter"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceLsFilterMode"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceNetworkUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceTTY"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceTTYUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceTemplatingHostname"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmServiceWithGroup"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmTaskListFilter"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestSwarmUpdate"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestUnlockEngineAndUnlockedSwarm"
"";"azure-windows-rs1-3";"rs1";"integration-cli";"23479";"38432";"TestUpdateSwarmAddExternalCA"
"12.82";"azure-windows-rs1-3";"rs1";"integration";"23479";"38432";"Test"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPIDuplicateNetworks"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPINetworkInspectWithScope"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPIServiceUpdatePort"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmCAHash"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmErrorHandling"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmForceNewCluster"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmInit"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmInvalidAddress"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmJoinToken"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmLeaderElection"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmLeaderProxy"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmLeaveOnPendingJoin"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmLeaveRemovesContainer"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmListNodes"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmManagerRestore"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmNodeDrainPause"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmNodeRemove"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmNodeUpdate"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmPromoteDemote"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmRaftQuorum"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmRestartCluster"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmRestoreOnPendingJoin"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmScaleNoRollingUpdate"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServiceConstraintLabel"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServiceConstraintRole"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicePlacementPrefs"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesCreate"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesCreateGlobal"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesEmptyList"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesFailedUpdate"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesMultipleAgents"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesUpdate"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesUpdateStartFirst"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmServicesUpdateWithName"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestAPISwarmUnlockNotLocked"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestDNSConfig"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestDNSConfigUpdate"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestExtraHosts"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestNetworkInspectWithDuplicateNames"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestOverlayAttachable"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestOverlayAttachableOnSwarmLeave"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestOverlayAttachableReleaseResourcesOnFailure"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestPsListContainersFilterIsTask"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmAlternateLockUnlock"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsConfig"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsNetwork"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsNode"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsScope"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsSecret"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsService"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsSource"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterEventsType"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmClusterRotateUnlockKey"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmContainerAttachByNetworkId"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmContainerAutoStart"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmContainerEndpointOptions"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmCreateServiceWithNoIngressNetwork"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmIncompatibleDaemon"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmIngressNetwork"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmInit"
"";"azure-windows-rs1-7";"rs1";"integration-cli";"23483";"38432";"TestSwarmInitLocked"
